Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
522,Klay Thompson\thompkl01,SG,31,GSW,2,2,20.0,6.0,15.5,.387,2.5,6.5,.385,3.5,9.0,.389,.468,1.0,1.0,1.000,0.5,2.5,3.0,2.0,0.5,1.0,2.5,2.0,15.5
523,Tristan Thompson\thomptr01,PF,30,SAC,30,3,15.2,2.5,5.0,.503,0.0,0.0,1.000,2.5,5.0,.500,.507,1.1,2.0,.533,2.4,3.0,5.4,0.6,0.4,0.4,1.0,1.7,6.2
524,JT Thor\thorjt01,PF,19,CHO,10,0,10.9,0.9,2.5,.360,0.3,1.6,.188,0.6,0.9,.667,.420,0.5,0.8,.625,0.5,0.9,1.4,0.6,0.4,0.6,0.4,1.4,2.6
525,Matisse Thybulle\thybuma01,SG,24,PHI,30,15,26.0,2.4,4.9,.493,0.7,2.5,.293,1.7,2.4,.699,.568,0.3,0.3,.889,0.5,1.8,2.4,1.1,1.8,1.1,0.8,2.4,5.9
526,Killian Tillie\tilliki02,C,23,MEM,27,3,13.1,1.3,3.7,.343,0.8,2.4,.328,0.5,1.3,.371,.449,0.2,0.3,.625,0.7,1.1,1.8,0.5,0.7,0.5,0.3,1.6,3.5
527,Xavier Tillman Sr.\tillmxa01,PF,23,MEM,31,0,14.5,1.9,4.4,.434,0.2,1.1,.182,1.7,3.3,.515,.456,0.9,1.4,.690,1.4,2.0,3.4,1.2,1.2,0.5,0.7,1.3,4.9
528,Isaiah Todd\toddis01,PF,20,WAS,9,0,3.9,0.6,1.7,.333,0.4,1.1,.400,0.1,0.6,.200,.467,0.2,0.4,.500,0.2,0.8,1.0,0.1,0.2,0.2,0.1,0.1,1.8
529,Obi Toppin\toppiob01,PF,23,NYK,36,2,16.3,3.1,5.8,.529,0.3,1.6,.203,2.8,4.2,.656,.557,1.5,1.9,.786,1.1,2.8,3.8,1.1,0.3,0.5,0.8,1.5,8.0
530,Juan Toscano-Anderson\toscaju01,SF,28,GSW,38,4,16.3,1.9,3.7,.504,0.3,1.2,.239,1.6,2.5,.632,.543,0.7,1.1,.610,0.6,2.4,2.9,2.1,0.8,0.3,1.2,1.6,4.7
531,Karl-Anthony Towns\townska01,C,26,MIN,34,34,34.5,8.7,16.9,.516,2.3,5.4,.422,6.4,11.4,.560,.584,4.9,6.0,.814,2.9,6.3,9.3,3.7,1.1,1.2,3.5,3.7,24.6
532,Gary Trent Jr.\trentga02,SG,23,TOR,33,32,34.0,6.1,14.5,.421,2.7,7.3,.368,3.4,7.1,.477,.515,1.5,1.8,.845,0.4,2.5,2.8,2.1,1.9,0.4,0.9,2.2,16.4
533,P.J. Tucker\tuckepj01,PF,36,MIA,34,33,28.5,3.1,6.1,.500,1.4,2.9,.469,1.7,3.2,.527,.611,0.7,1.0,.697,1.7,3.9,5.7,2.2,0.7,0.3,1.0,2.3,8.1
534,Rayjon Tucker\tuckera01,SG,24,DEN,3,0,9.7,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,1.0,1.3,.750,0.3,1.0,1.3,1.3,0.3,0.0,0.0,1.0,2.0
535,Myles Turner\turnemy01,C,25,IND,40,40,29.6,4.8,9.3,.514,1.5,4.4,.349,3.2,4.9,.662,.596,1.9,2.5,.752,1.5,5.7,7.2,1.1,0.6,2.9,1.4,2.8,12.9
536,Jonas Valančiūnas\valanjo01,C,29,NOP,38,38,31.6,7.0,13.5,.520,1.0,2.3,.427,6.0,11.2,.540,.558,3.4,4.2,.823,3.5,8.6,12.1,2.4,0.6,0.9,2.4,3.1,18.5
537,Denzel Valentine\valende01,SG,28,CLE,22,0,9.3,1.0,2.8,.371,0.8,2.0,.409,0.2,0.8,.278,.516,0.0,0.0,,0.4,1.3,1.7,0.5,0.3,0.0,0.5,0.8,2.9
538,Jarred Vanderbilt\vandeja01,PF,22,MIN,36,29,25.5,2.8,4.9,.567,0.1,0.3,.200,2.8,4.7,.589,.573,0.9,1.5,.642,3.2,5.9,9.1,1.4,1.6,0.8,1.1,2.7,6.6
539,Fred VanVleet\vanvlfr01,PG,27,TOR,35,35,37.7,7.6,17.3,.441,3.8,9.4,.409,3.8,7.9,.478,.551,2.9,3.3,.879,0.8,4.1,4.9,6.6,1.7,0.5,2.7,2.4,22.0
540,Devin Vassell\vassede01,SF,21,SAS,32,4,25.0,4.4,9.7,.453,1.7,4.8,.351,2.7,4.8,.555,.540,0.7,0.9,.733,0.7,3.2,3.9,1.5,1.0,0.7,0.8,1.9,11.1
541,Gabe Vincent\vincega01,PG,25,MIA,32,10,21.8,3.1,7.2,.435,1.6,4.3,.374,1.5,2.8,.527,.548,0.8,1.0,.774,0.5,1.6,2.1,2.9,0.8,0.2,1.5,2.2,8.6
542,Nikola Vučević\vucevni01,C,31,CHI,31,31,33.2,6.7,15.6,.431,1.7,4.9,.342,5.0,10.7,.471,.484,0.9,1.4,.667,2.0,9.5,11.4,3.4,1.1,1.1,1.5,2.2,16.0
543,Dean Wade\wadede01,PF,25,CLE,29,16,19.7,1.9,4.3,.432,0.9,2.7,.329,1.0,1.6,.609,.536,0.3,0.4,.769,0.8,2.6,3.4,1.2,0.5,0.1,0.4,1.6,5.0
544,Franz Wagner\wagnefr01,SF,20,ORL,41,41,32.1,5.9,13.0,.452,1.3,3.6,.363,4.6,9.4,.486,.502,2.6,3.1,.844,1.2,3.5,4.7,2.6,1.0,0.5,1.6,2.2,15.7
545,Moritz Wagner\wagnemo01,C,24,ORL,31,0,11.5,2.1,4.7,.442,0.9,2.8,.337,1.2,2.0,.590,.541,1.4,1.7,.792,0.5,1.8,2.4,0.8,0.2,0.2,0.7,1.9,6.5
546,Ish Wainright\wainris01,PF,27,PHO,16,0,6.6,0.6,2.1,.294,0.3,1.3,.200,0.4,0.9,.429,.353,0.1,0.3,.500,0.7,0.6,1.3,0.5,0.4,0.1,0.4,1.3,1.6
547,Kemba Walker\walkeke02,PG,31,NYK,24,24,27.3,4.7,11.4,.414,2.4,6.0,.403,2.3,5.4,.426,.520,1.8,2.1,.840,0.5,3.1,3.5,3.6,0.8,0.2,1.4,1.2,13.6
548,Lonnie Walker IV\walkelo01,SG,23,SAS,36,5,22.8,4.3,10.8,.397,1.6,5.2,.309,2.7,5.6,.480,.472,1.5,1.8,.846,0.2,2.7,2.9,2.4,0.6,0.3,1.1,1.3,11.8
549,M.J. Walker\walkemj01,SG,23,PHO,2,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0
550,Derrick Walton\waltode01,PG,26,DET,3,3,36.0,2.0,8.7,.231,1.0,4.3,.231,1.0,4.3,.231,.288,1.3,1.3,1.000,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3
551,Brad Wanamaker\wanambr01,PG,32,TOT,23,2,13.9,1.2,3.3,.364,0.2,0.7,.235,1.0,2.6,.400,.390,1.0,1.1,.920,0.3,1.4,1.7,2.4,0.3,0.3,1.0,2.0,3.6
551,Brad Wanamaker\wanambr01,PG,32,IND,22,1,13.3,1.2,3.3,.361,0.2,0.8,.235,1.0,2.5,.400,.389,0.9,1.0,.909,0.3,1.3,1.6,2.2,0.2,0.3,1.0,1.9,3.5
551,Brad Wanamaker\wanambr01,PG,32,WAS,1,1,27.0,2.0,5.0,.400,0.0,0.0,,2.0,5.0,.400,.400,3.0,3.0,1.000,0.0,4.0,4.0,7.0,2.0,0.0,0.0,3.0,7.0
552,Duane Washington Jr.\washidu02,PG,21,IND,10,6,21.1,3.1,8.8,.352,1.2,4.3,.279,1.9,4.5,.422,.420,1.3,1.7,.765,0.1,1.7,1.8,1.9,0.7,0.1,1.1,0.9,8.7
553,P.J. Washington\washipj01,PF,23,CHO,24,3,25.0,3.7,8.1,.456,2.0,4.6,.423,1.8,3.5,.500,.577,1.3,1.8,.698,1.3,4.2,5.5,2.4,0.8,1.1,1.4,2.5,10.6
554,Yuta Watanabe\watanyu01,SF,27,TOR,15,3,20.1,2.5,6.4,.396,1.3,3.5,.365,1.3,2.9,.432,.495,0.8,1.5,.545,0.9,3.2,4.1,1.0,0.5,0.5,0.8,1.6,7.1
555,Tremont Waters\watertr01,PG,24,TOT,3,0,16.7,1.3,4.7,.286,0.7,3.0,.222,0.7,1.7,.400,.357,0.0,0.0,,0.0,1.3,1.3,2.3,1.7,0.0,1.3,1.3,3.3
555,Tremont Waters\watertr01,PG,24,TOR,2,0,21.0,1.5,6.0,.250,1.0,4.5,.222,0.5,1.5,.333,.333,0.0,0.0,,0.0,2.0,2.0,3.5,2.0,0.0,2.0,1.0,4.0
555,Tremont Waters\watertr01,PG,24,WAS,1,0,8.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
556,Trendon Watford\watfotr01,SF,21,POR,14,0,7.3,1.0,2.1,.467,0.0,0.0,,1.0,2.1,.467,.467,0.4,0.9,.500,0.6,1.6,2.2,0.6,0.1,0.4,0.4,0.6,2.4
557,Paul Watson\watsopa01,SF,27,OKC,9,3,17.3,1.3,3.9,.343,0.7,2.9,.231,0.7,1.0,.667,.429,0.1,0.2,.500,0.3,2.7,3.0,0.9,0.3,0.3,0.4,1.1,3.4
558,Quinndary Weatherspoon\weathqu01,SG,25,GSW,3,0,5.3,1.3,1.3,1.000,0.0,0.0,,1.3,1.3,1.000,1.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.3,0.3,1.7,2.7
559,Russell Westbrook\westbru01,PG,33,LAL,41,41,35.4,7.2,16.2,.444,1.0,3.4,.298,6.2,12.8,.483,.475,3.5,5.4,.653,1.4,6.7,8.1,8.2,1.1,0.3,4.5,3.1,19.0
560,Coby White\whiteco01,PG,21,CHI,20,6,24.8,4.1,9.1,.453,1.8,4.8,.379,2.3,4.3,.535,.552,1.5,1.9,.789,0.2,2.4,2.6,2.4,0.4,0.3,1.2,2.2,11.5
561,Derrick White\whitede01,SG,27,SAS,37,37,30.5,5.0,11.9,.423,1.5,5.2,.294,3.5,6.6,.524,.488,2.9,3.3,.869,0.5,3.0,3.5,5.5,1.2,0.9,1.6,2.2,14.5
562,Hassan Whiteside\whiteha01,C,32,UTA,36,3,16.4,3.3,5.2,.626,0.0,0.0,,3.3,5.2,.626,.626,1.7,2.5,.685,2.3,4.6,6.8,0.3,0.3,1.3,0.9,2.9,8.2
563,Joe Wieskamp\wieskjo01,SG,22,SAS,11,0,5.9,1.0,1.9,.524,0.6,1.4,.467,0.4,0.5,.667,.690,0.3,0.6,.429,0.2,0.3,0.5,0.3,0.2,0.2,0.0,0.5,2.9
564,Aaron Wiggins\wiggiaa01,SG,23,OKC,22,12,20.9,2.7,5.4,.496,0.8,2.5,.315,1.9,3.0,.646,.567,1.0,1.4,.710,0.7,2.5,3.1,1.1,0.7,0.2,0.8,1.9,7.1
565,Andrew Wiggins\wiggian01,SF,26,GSW,36,36,31.6,6.9,14.3,.484,2.2,5.3,.421,4.7,9.0,.522,.562,2.6,3.7,.705,1.1,3.3,4.4,1.9,0.9,0.6,1.7,1.8,18.6
566,Brandon Williams\willibr03,PG,22,POR,2,0,6.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,2.0,3.5,.571,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
567,Grant Williams\willigr01,PF,23,BOS,36,11,22.9,2.4,5.1,.478,1.4,3.4,.419,1.0,1.6,.603,.621,1.0,1.1,.897,0.8,2.5,3.3,1.0,0.5,0.6,0.8,2.0,7.3
568,Kenrich Williams\willike04,SF,27,OKC,36,0,20.6,2.8,6.0,.465,0.8,2.1,.382,2.0,3.9,.511,.532,0.6,1.1,.538,1.4,2.6,4.0,1.9,1.0,0.1,0.8,1.7,7.0
569,Lou Williams\willilo02,PG,35,ATL,27,0,14.4,2.3,6.4,.366,0.6,2.1,.304,1.7,4.3,.397,.416,1.2,1.4,.846,0.3,1.3,1.6,1.5,0.6,0.1,0.9,1.0,6.5
570,Patrick Williams\willipa01,PF,20,CHI,5,5,25.0,2.6,4.6,.565,0.6,1.2,.500,2.0,3.4,.588,.630,0.8,0.8,1.000,0.2,2.0,2.2,0.6,0.6,0.4,0.4,1.8,6.6
571,Robert Williams\williro04,C,24,BOS,32,32,29.3,4.4,5.9,.750,0.0,0.0,,4.4,5.9,.750,.750,1.1,1.7,.667,3.8,5.1,9.0,1.7,0.9,2.2,1.2,2.0,9.9
572,Ziaire Williams\willizi02,SF,20,MEM,24,3,19.0,2.4,5.9,.404,1.0,3.5,.294,1.3,2.3,.571,.493,0.3,0.4,.800,0.3,1.2,1.4,0.8,0.5,0.3,0.6,1.8,6.1
573,D.J. Wilson\wilsodj01,PF,25,TOR,3,1,16.0,2.7,3.7,.727,0.0,0.7,.000,2.7,3.0,.889,.727,2.7,3.3,.800,0.3,4.3,4.7,1.3,1.7,0.3,0.7,1.7,8.0
574,Dylan Windler\windldy01,SF,25,CLE,26,0,10.4,1.0,2.2,.431,0.6,1.5,.400,0.3,0.7,.500,.569,0.1,0.2,.750,0.5,1.5,2.0,0.9,0.3,0.1,0.4,1.1,2.7
575,Justise Winslow\winslju01,SF,25,LAC,31,1,11.4,1.6,3.6,.446,0.2,0.8,.208,1.5,2.8,.511,.469,0.3,0.6,.474,0.6,2.5,3.0,1.1,0.5,0.4,0.9,1.0,3.7
576,Cassius Winston\winstca01,PG,23,WAS,2,0,3.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,1.0,1.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0
577,Christian Wood\woodch01,C,26,HOU,39,38,30.8,6.3,13.2,.477,1.6,4.7,.341,4.7,8.6,.551,.537,2.9,4.7,.612,1.8,8.2,10.0,2.1,0.7,0.9,1.7,2.3,17.1
578,Robert Woodard II\woodaro01,SF,22,SAC,8,0,1.9,0.1,0.5,.250,0.1,0.1,1.000,0.0,0.4,.000,.375,0.3,0.3,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.3,0.6
579,Delon Wright\wrighde01,SG,29,ATL,34,4,17.6,1.5,3.4,.436,0.5,1.2,.405,1.0,2.2,.453,.509,0.6,0.8,.846,0.8,2.1,2.9,2.5,0.8,0.2,0.7,0.6,4.1
580,McKinley Wright IV\wrighmc01,PG,23,MIN,1,0,4.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
581,Moses Wright\wrighmo01,PF,23,LAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
582,Thaddeus Young\youngth01,PF,33,SAS,23,0,14.0,2.8,5.0,.570,0.0,0.1,.000,2.8,4.8,.586,.570,0.3,0.8,.444,1.5,2.0,3.4,2.4,0.9,0.3,1.0,1.4,6.0
583,Trae Young\youngtr01,PG,23,ATL,35,35,34.7,9.6,21.1,.455,2.7,7.3,.370,6.9,13.8,.501,.520,6.1,6.7,.898,0.8,3.3,4.0,9.6,0.9,0.1,4.1,1.7,28.0
584,Omer Yurtseven\yurtsom01,C,23,MIA,31,7,14.8,2.4,5.0,.468,0.0,0.2,.143,2.3,4.8,.483,.471,0.8,1.3,.634,1.8,4.5,6.4,1.0,0.5,0.5,0.9,1.7,5.6
585,Cody Zeller\zelleco01,C,29,POR,27,0,13.1,1.9,3.3,.567,0.0,0.1,.000,1.9,3.2,.593,.567,1.4,1.8,.776,1.9,2.8,4.6,0.8,0.3,0.2,0.7,2.1,5.2
586,Ivica Zubac\zubaciv01,C,24,LAC,38,38,24.5,3.5,5.3,.660,0.0,0.0,,3.5,5.3,.660,.660,2.3,3.1,.741,2.7,5.4,8.1,1.1,0.5,1.1,1.3,2.4,9.3
